Version,Entry.number,Entry.status,Device_Type.name,Device_Model.manufacturer_identifier,Device_Model.model_identifier,Device_Model.hardware_version.version,Device_Model.hardware_version.revision,Device_Model.model_identifier_concatenated_with_hardware_version,Device_Model.firmware_version,SMETS_CHTS Version.Version_number_and_effective_date,GBCS Version.version_number,Manufacturer_Image.hash
Version 2.051 Issued on 21-09-2022,500,Current,Pre-Payment Interface Device,1128,0007,1,01,00070101,01000000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,501,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,15101317,SMETS V4.2,GBCS Version 3.2,B0A8CCD72391CE3F181F69D6A6FF32CCDD36BC916D881DDCC2AA3504A2D64CB7
Version 2.051 Issued on 21-09-2022,502,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,15101317,SMETS V4.2,GBCS Version 3.2,B0A8CCD72391CE3F181F69D6A6FF32CCDD36BC916D881DDCC2AA3504A2D64CB7
Version 2.051 Issued on 21-09-2022,503,Current,Gas Smart Meter,1057,0575,1,01,05750101,00020C05,SMETS V4.2,GBCS Version 3.2,6DA7A2D15F47CC966B132F9D1EC269D27B960411637ED1F30B0C57B928BA1A11
Version 2.051 Issued on 21-09-2022,504,Current,Pre-Payment Interface Device,10E0,0011,1,00,00110100,00010000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,505,Current,Gas Smart Meter,1028,C902,NaN,00,C902A500,0389B820,SMETS V4.2,GBCS Version 3.2,1A6D08ACF674737EF1362D1E792F9C081CFE72F8488BFA3FCCF29866C8D0BDB8
Version 2.051 Issued on 21-09-2022,506,Current,Polyphase Electricity Metering Equipment,106C,30E5,NaN,00,30E5A100,0320B720,SMETS V4.2,GBCS Version 3.2,237EC5461DC3A9BF34823CB6CDE4F1F6E0310CB48EB60745ECD98955BBB0D4C0
Version 2.051 Issued on 21-09-2022,507,Current,Gas Smart Meter,1192,1111,11,11,11111111,01C100D1,SMETS V4.2,GBCS Version 3.2,618B559F3198698C92D538BE1648995402EE0124FB09A508B32E1AA7B4B5E003
Version 2.051 Issued on 21-09-2022,508,Current,Gas Smart Meter,1192,1111,12,11,11111211,01C100D1,SMETS V4.2,GBCS Version 3.2,618B559F3198698C92D538BE1648995402EE0124FB09A508B32E1AA7B4B5E003
Version 2.051 Issued on 21-09-2022,509,Current,Communications Hub,106C,4331,0,AC,433100AC,2030D680,CHTS V1.1,GBCS Version 2.1,C05F2E55BEE86408AAA3F436F0D72F89ABD1C3D5652316D4BF1E93F97CC9D1E5
Version 2.051 Issued on 21-09-2022,510,Current,Communications Hub,106C,4331,0,AD,433100AD,2030D680,CHTS V1.1,GBCS Version 2.1,C05F2E55BEE86408AAA3F436F0D72F89ABD1C3D5652316D4BF1E93F97CC9D1E5
Version 2.051 Issued on 21-09-2022,511,Current,Communications Hub,106C,4331,0,AE,433100AE,2030D680,CHTS V1.1,GBCS Version 2.1,C05F2E55BEE86408AAA3F436F0D72F89ABD1C3D5652316D4BF1E93F97CC9D1E5
Version 2.051 Issued on 21-09-2022,512,Current,Pre-Payment Interface Device,1128,0005,1,01,00050101,02010000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,513,Current,Pre-Payment Interface Device,1128,0007,1,01,00070101,01080000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,514,Current,Pre-Payment Interface Device,1128,0006,1,01,00060101,01080000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,515,Current,Single Element Electricity Metering Equipment,118F,0002,2,00,00020200,00030307,SMETS V1.2,GBCS Version 0.0,9048C9B889FB5DC9C1D07BA15D952FF00DA0623FDE17AC67B7A429601AF92B66
Version 2.051 Issued on 21-09-2022,516,Current,Pre-Payment Interface Device,1090,0003,1,00,00030100,10210300,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,517,Current,Pre-Payment Interface Device,1090,0003,1,00,00030100,10210302,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,518,Current,Pre-Payment Interface Device,1090,0003,1,00,00030100,10210303,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,519,Current,Single Element Electricity Metering Equipment,1028,D700,1,03,D7000103,045D0509,SMETS V4.2,GBCS Version 3.2,637908C62A2998257131E7852D3DE077C6023E589719FBD63998E4098B922694
Version 2.051 Issued on 21-09-2022,520,Current,Single Element Electricity Metering Equipment,1028,D700,1,03,D7000103,04990509,SMETS V4.2,GBCS Version 3.2,DC708D5240A4C2D62E1AD58629D824D3DEE8FF65322159734A3370BB9A713270
Version 2.051 Issued on 21-09-2022,521,Current,Single Element Electricity Metering Equipment,1063,0005,2,02,00050202,38040202,SMETS V4.2,GBCS Version 3.2,149F2BD9986FDEB47EBFB54692050D534E065A2771C7C3BCDF0007CD4BFB3391
Version 2.051 Issued on 21-09-2022,522,Current,Single Element Electricity Metering Equipment,1063,0005,2,03,00050203,38040202,SMETS V4.2,GBCS Version 3.2,149F2BD9986FDEB47EBFB54692050D534E065A2771C7C3BCDF0007CD4BFB3391
Version 2.051 Issued on 21-09-2022,523,Current,Pre-Payment Interface Device,1090,0009,1,00,00090100,05070100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,524,Current,Pre-Payment Interface Device,10E0,0001,1,00,00010100,00010000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,525,Current,Pre-Payment Interface Device,10E0,0011,1,00,00110100,00010500,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,526,Current,Pre-Payment Interface Device,10E0,0012,1,00,00120100,00010500,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,527,Current,Single Element Electricity Metering Equipment,106C,10E2,NaN,00,10E2A100,0314B700,SMETS V4.2,GBCS Version 3.2,2F98ED68A4FFBA3BC1064C0C3A56AF86F9AAFD054FAE75B0B57F01D86A59E5B5
Version 2.051 Issued on 21-09-2022,528,Current,Single Element Electricity Metering Equipment,106C,12E2,NaN,00,12E2A100,0314B700,SMETS V4.2,GBCS Version 3.2,2F98ED68A4FFBA3BC1064C0C3A56AF86F9AAFD054FAE75B0B57F01D86A59E5B5
Version 2.051 Issued on 21-09-2022,529,Current,Single Element Electricity Metering Equipment,1028,D700,1,03,D7000103,051B0509,SMETS V4.2,GBCS Version 3.2,6DE0D6C9BB2BF9DD3DA316ACCE6F1E5898E8FF955BEFA702C9496CD2E87CA8EE
Version 2.051 Issued on 21-09-2022,530,Current,Single Element Electricity Metering Equipment,1028,D700,1,05,D7000105,051B0509,SMETS V4.2,GBCS Version 3.2,6DE0D6C9BB2BF9DD3DA316ACCE6F1E5898E8FF955BEFA702C9496CD2E87CA8EE
Version 2.051 Issued on 21-09-2022,531,Current,Polyphase Electricity Metering Equipment,1125,3332,50,31,33325031,02301419,SMETS V4.2,GBCS Version 3.2,23767552744019D02B6F5B93DFA143E9B3763FA409ACB0639B46595EE301615F
Version 2.051 Issued on 21-09-2022,532,Current,Communications Hub,1086,5531,4,00,55310400,0D000000,CHTS V1.3,GBCS Version 3.2,15996E8F1ED2AF28FB1A905C9D54DA3A9FB140D60DAB10F987EB826FB7EA48FA
Version 2.051 Issued on 21-09-2022,533,Current,Communications Hub,1086,5532,4,00,55320400,0D000000,CHTS V1.3,GBCS Version 3.2,15996E8F1ED2AF28FB1A905C9D54DA3A9FB140D60DAB10F987EB826FB7EA48FA
Version 2.051 Issued on 21-09-2022,534,Current,Communications Hub,1086,5534,4,00,55340400,0D000000,CHTS V1.3,GBCS Version 3.2,15996E8F1ED2AF28FB1A905C9D54DA3A9FB140D60DAB10F987EB826FB7EA48FA
Version 2.051 Issued on 21-09-2022,535,Current,Gas Smart Meter,1192,1111,11,11,11111111,01C200D1,SMETS V4.2,GBCS Version 3.2,2366EB86AA97A4A470A8ABF4816AECB70AC479F8019D393E589299C930835D22
Version 2.051 Issued on 21-09-2022,536,Current,Gas Smart Meter,1192,1111,12,11,11111211,01C200D1,SMETS V4.2,GBCS Version 3.2,2366EB86AA97A4A470A8ABF4816AECB70AC479F8019D393E589299C930835D22
Version 2.051 Issued on 21-09-2022,537,Current,Single Element Electricity Metering Equipment,106C,10E1,NaN,00,10E1A100,0314B700,SMETS V4.2,GBCS Version 3.2,2F98ED68A4FFBA3BC1064C0C3A56AF86F9AAFD054FAE75B0B57F01D86A59E5B5
Version 2.051 Issued on 21-09-2022,538,Current,Communications Hub,10C7,0002,1,00,00020100,210E0000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,539,Current,Pre-Payment Interface Device,10E0,0011,1,00,00110100,00010601,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,540,Current,Gas Smart Meter,106C,10F2,NaN,00,10F2A100,0309B700,SMETS V4.2,GBCS Version 3.2,00E7B9EA7BB214EB551748F5C5E0737ADC33354F0AB91B91BB4D2FE185C980E7
Version 2.051 Issued on 21-09-2022,541,Current,Gas Smart Meter,1192,1112,11,11,11121111,01D01002,SMETS V4.2,GBCS Version 3.2,6B3575B72EFBD9067D31FB0EBC9AD5DD330CD02A959832611E2F6930CFF2643D
Version 2.051 Issued on 21-09-2022,542,Current,Gas Smart Meter,1192,1112,12,11,11121211,01D01002,SMETS V4.2,GBCS Version 3.2,6B3575B72EFBD9067D31FB0EBC9AD5DD330CD02A959832611E2F6930CFF2643D
Version 2.051 Issued on 21-09-2022,543,Current,Twin Element Electricity Metering Equipment,118F,0000,5,01,00000501,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,544,Current,Gas Smart Meter,1057,0575,1,01,05750101,00020C0A,SMETS V4.2,GBCS Version 3.2,49F0088D1DA71E3C4F02019F582D847286A26C1B945277738695A1ECCD9039BB
Version 2.051 Issued on 21-09-2022,545,Current,Gas Smart Meter,1057,0575,1,02,05750102,00020C0A,SMETS V4.2,GBCS Version 3.2,49F0088D1DA71E3C4F02019F582D847286A26C1B945277738695A1ECCD9039BB
Version 2.051 Issued on 21-09-2022,546,Current,Gas Smart Meter,1057,0575,1,01,05750101,00020C0C,SMETS V4.2,GBCS Version 3.2,F6B5194396A16A1F45A9E266C50207CCD20D08E64924C9F6348E4C0BC9EAE97A
Version 2.051 Issued on 21-09-2022,547,Current,Gas Smart Meter,1057,0575,1,02,05750102,00020C0C,SMETS V4.2,GBCS Version 3.2,F6B5194396A16A1F45A9E266C50207CCD20D08E64924C9F6348E4C0BC9EAE97A
Version 2.051 Issued on 21-09-2022,548,Current,Polyphase Electricity Metering Equipment,1125,3332,50,33,33325033,03301519,SMETS V4.2,GBCS Version 3.2,3A68700D54E4DF54212DDA7B5220F85D04328392540BE051085368E55640556B
Version 2.051 Issued on 21-09-2022,549,Current,Communications Hub,1057,0110,0,07,01100007,2EDBE907,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,550,Current,Gas Smart Meter,1031,C5A1,6,01,C5A10601,C5A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,551,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,15101417,SMETS V4.2,GBCS Version 3.2,3B19186BBC1BA3F187D252A3F4FDA29C4EC7503CC3C762305F0371CAA8F1AE1E
Version 2.051 Issued on 21-09-2022,552,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,15101417,SMETS V4.2,GBCS Version 3.2,3B19186BBC1BA3F187D252A3F4FDA29C4EC7503CC3C762305F0371CAA8F1AE1E
Version 2.051 Issued on 21-09-2022,553,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,20210900,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,554,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,20710900,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,555,Current,Gas Smart Meter,1063,3771,0,01,37710001,03000161,SMETS V1.2,GBCS Version 0.0,B4A9A71DA7ACB79437B319F3B8E25E6B9AFF68BE55B2BB1B6EC7E7A7D0EAB99C
Version 2.051 Issued on 21-09-2022,556,Current,Single Element Electricity Metering Equipment,1063,0004,1,01,00040101,30000706,SMETS V1.2,GBCS Version 0.0,6C164EC7EDD12BBB8EE6505CF351342421F331268D031BCC7E1F1E62FCCD3BB2
Version 2.051 Issued on 21-09-2022,557,Current,Single Element Electricity Metering Equipment,1063,0004,1,01,00040101,30001500,SMETS V1.2,GBCS Version 0.0,6FE67F4FD778CD29EAC67C94899C7D0DFE01EC51AD6D1236EFFE5CDB5FD5DDFF
Version 2.051 Issued on 21-09-2022,558,Current,Gas Smart Meter,1063,3771,0,01,37710001,03000167,SMETS V1.2,GBCS Version 0.0,BDC71C081E0811B209B321890D23480F20D25E82CB8CB3E0FD54E5896381AF47
Version 2.051 Issued on 21-09-2022,559,Current,Gas Smart Meter,1063,4771,0,01,47710001,03020161,SMETS V1.2,GBCS Version 0.0,65FD7CBBA521D6439FE98DF84792A86106AE7FE1F4B216AB99FD6C503592CDCA
Version 2.051 Issued on 21-09-2022,560,Current,Gas Smart Meter,1063,4771,0,01,47710001,03020163,SMETS V1.2,GBCS Version 0.0,DB960B68B9F014337C978D24A5460A96860A3585DB268ED996AF1B429A5406B5
Version 2.051 Issued on 21-09-2022,561,Current,Gas Smart Meter,1063,4771,1,01,47710101,03030161,SMETS V1.2,GBCS Version 0.0,1B4D09EE7AB8ED53E82E2EEA5D7FF39C2383AC258D9F152F5851A2B349082442
Version 2.051 Issued on 21-09-2022,562,Current,Single Element Electricity Metering Equipment,1031,A0A1,1,3D,A0A1013D,07000000,SMETS V4.2,GBCS Version 3.2,5E1E56E03EE40BE610B281C19747B78756A11951FB9F172A709D66114E4A3CB0
Version 2.051 Issued on 21-09-2022,563,Current,Gas Smart Meter,1031,B0A1,1,44,B0A10144,07000000,SMETS V4.2,GBCS Version 3.2,2D42485BF51BC8287248B3A38EE7DB925D8AD92D713EF048FF62F2F727B16927
Version 2.051 Issued on 21-09-2022,564,Current,Communications Hub,1086,5531,4,00,55310400,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
Version 2.051 Issued on 21-09-2022,565,Current,Communications Hub,1086,5532,4,00,55320400,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
Version 2.051 Issued on 21-09-2022,566,Current,Communications Hub,1086,5534,4,00,55340400,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
Version 2.051 Issued on 21-09-2022,567,Current,Single Element Electricity Metering Equipment,1031,C1A1,2,01,C1A10201,C1A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,568,Current,Pre-Payment Interface Device,10E0,000C,0,01,000C0001,00010400,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,569,Current,Communications Hub,1072,5732,1,01,57320101,02000006,CHTS V1.3,GBCS Version 3.2,9827EF01A4EEE75B2FF9E7AF8419C9CC9AE10E13624EC5BA2F401B4275259202
Version 2.051 Issued on 21-09-2022,570,Current,Gas Smart Meter,1028,C902,NaN,00,C902A500,0389B830,SMETS V4.2,GBCS Version 3.2,FF974E89E9FD75F5E7EE90B4688A29C098AFC1D52AB80A97410FD5C4EB416D62
Version 2.051 Issued on 21-09-2022,571,Current,Single Element Electricity Metering Equipment,1063,0005,2,04,00050204,38040202,SMETS V4.2,GBCS Version 3.2,149F2BD9986FDEB47EBFB54692050D534E065A2771C7C3BCDF0007CD4BFB3391
Version 2.051 Issued on 21-09-2022,572,Current,HAN Connected Auxiliary Load Control Switch,119A,0001,2,2B,0001022B,01000010,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,573,Current,Pre-Payment Interface Device,1128,0005,1,01,00050101,02010100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,574,Current,Pre-Payment Interface Device,1128,0007,1,01,00070101,01150000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,575,Current,Pre-Payment Interface Device,1128,0006,1,01,00060101,01150000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,576,Current,Pre-Payment Interface Device,10E0,0011,2,00,00110200,00010801,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,577,Current,Communications Hub,1072,5731,1,00,57310100,04000006,CHTS V1.3,GBCS Version 3.2,66D467DB480C157061C96803536C4E89968CC63B74391425F550269280F0A20A
Version 2.051 Issued on 21-09-2022,578,Current,Communications Hub,1072,5731,1,01,57310101,04000006,CHTS V1.3,GBCS Version 3.2,66D467DB480C157061C96803536C4E89968CC63B74391425F550269280F0A20A
Version 2.051 Issued on 21-09-2022,579,Current,Communications Hub,1072,5731,1,02,57310102,04000006,CHTS V1.3,GBCS Version 3.2,66D467DB480C157061C96803536C4E89968CC63B74391425F550269280F0A20A
Version 2.051 Issued on 21-09-2022,580,Current,Single Element Electricity Metering Equipment,1063,0005,2,04,00050204,38040106,SMETS V4.2,GBCS Version 3.2,B7D118B7030CE67D9CE43816E39B8F784DB1182888513ACAB69B8126E4016B1E
Version 2.051 Issued on 21-09-2022,581,Current,Gas Smart Meter,1063,4772,1,01,47720101,03032254,SMETS V4.2,GBCS Version 3.2,B290F0B0A6282FCBBC2C82A0DA97EBAA4F717496E99410DD1EF700FC5C84CE5F
Version 2.051 Issued on 21-09-2022,582,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,16101517,SMETS V4.2,GBCS Version 3.2,4F1DFDFCAB5C32234D92BFAB2D19830AF65CD04750D7187818D3B5DB404D186C
Version 2.051 Issued on 21-09-2022,583,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,16101517,SMETS V4.2,GBCS Version 3.2,4F1DFDFCAB5C32234D92BFAB2D19830AF65CD04750D7187818D3B5DB404D186C
Version 2.051 Issued on 21-09-2022,584,Current,Communications Hub,10C7,0003,2,00,00030200,22070000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,585,Current,Communications Hub,106C,4334,0,DB,433400DB,20D0D3F6,CHTS V1.1,GBCS Version 2.1,24F28F612984FC782DF1765BE4BA39920A6B2955253EFDF499A92BBCFD42D2AD
Version 2.051 Issued on 21-09-2022,586,Current,Polyphase Electricity Metering Equipment,1125,3332,50,33,33325033,04301719,SMETS V4.2,GBCS Version 3.2,F499657C0B01D62338B5EBDE1492FE3A4BFD5C278E58190A4F48E46C72968170
Version 2.051 Issued on 21-09-2022,587,Current,Gas Smart Meter,1264,0000,2,12,00000212,F906AEEC,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,588,Current,Communications Hub,1031,C7A1,1,01,C7A10101,C7A10002,SMETS V1.2,GBCS Version 0.0,0C49349242AA98319DD8F530B0E21C6872790D779869948232D9DCFE7E6E5B14
Version 2.051 Issued on 21-09-2022,589,Current,Communications Hub,1031,C7A1,2,01,C7A10201,C7A10002,SMETS V1.2,GBCS Version 0.0,0C49349242AA98319DD8F530B0E21C6872790D779869948232D9DCFE7E6E5B14
Version 2.051 Issued on 21-09-2022,590,Current,Communications Hub,1031,C8A1,3,01,C8A10301,C8A10002,SMETS V1.2,GBCS Version 0.0,EF17C8D9BEBB88763D2BD5E472F43532A731234D9D191F85BF20E9B56AD1F35C
Version 2.051 Issued on 21-09-2022,591,Current,Communications Hub,1031,C8A1,3,01,C8A10301,C8A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,592,Current,Single Element Electricity Metering Equipment,1031,C1A1,2,01,C1A10201,C1A10003,SMETS V1.2,GBCS Version 0.0,784E2D76C01A9F56AFA3986FD16B7FF197D2192BCB7D0C98600B0566C5D3A25D
Version 2.051 Issued on 21-09-2022,593,Current,Single Element Electricity Metering Equipment,1031,C0A1,1,01,C0A10101,C0A10003,SMETS V1.2,GBCS Version 0.0,CD029F9A8B7C880302D7E407598AFBF4C4E6DC5187853E3216F353F7A5D4894F
Version 2.051 Issued on 21-09-2022,594,Current,Single Element Electricity Metering Equipment,1031,C0A1,1,02,C0A10102,C0A10003,SMETS V1.2,GBCS Version 0.0,CD029F9A8B7C880302D7E407598AFBF4C4E6DC5187853E3216F353F7A5D4894F
Version 2.051 Issued on 21-09-2022,595,Current,Single Element Electricity Metering Equipment,1031,C2A1,3,01,C2A10301,C2A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,596,Current,Single Element Electricity Metering Equipment,1031,C2A1,3,01,C2A10301,C2A10002,SMETS V1.2,GBCS Version 0.0,8AD12D62D559B576BC7DF5FF13D89B3C5635A9650CBF40641CAE32F49C184427
Version 2.051 Issued on 21-09-2022,597,Current,Single Element Electricity Metering Equipment,1031,C3A1,4,01,C3A10401,C2A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,598,Current,Single Element Electricity Metering Equipment,1031,C3A1,4,01,C3A10401,C2A10002,SMETS V1.2,GBCS Version 0.0,8AD12D62D559B576BC7DF5FF13D89B3C5635A9650CBF40641CAE32F49C184427
Version 2.051 Issued on 21-09-2022,599,Current,Gas Smart Meter,1031,C4A1,5,01,C4A10501,C4A10003,SMETS V1.2,GBCS Version 0.0,047EC2277A1295624F4686483796DF873FCCC836E44B8C3988646E86D33F9CC7
Version 2.051 Issued on 21-09-2022,600,Current,Gas Smart Meter,1031,C5A1,6,01,C5A10601,C5A10003,SMETS V1.2,GBCS Version 0.0,047EC2277A1295624F4686483796DF873FCCC836E44B8C3988646E86D33F9CC7
Version 2.051 Issued on 21-09-2022,601,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,04150100,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,602,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,04160100,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,603,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,04160301,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,604,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,04160500,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,605,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,04160501,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,606,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,04190004,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,607,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,04190006,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,608,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,04200000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,609,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,04210000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,610,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,04210001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,611,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,04220000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,612,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,05160000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,613,Current,Pre-Payment Interface Device,1063,0090,1,01,00900101,05190000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,614,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,1001042A,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,615,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,100104D2,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,616,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,10110500,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,617,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,10410800,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,618,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,10410802,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,619,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,10410803,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,620,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,2001083D,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,621,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,20010847,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,622,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,20010952,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,623,Current,Pre-Payment Interface Device,1090,0003,2,00,00030200,20110902,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,624,Current,Pre-Payment Interface Device,1090,0006,2,00,00060200,30910901,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,625,Current,Pre-Payment Interface Device,1090,0006,2,00,00060200,30910934,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,626,Current,Pre-Payment Interface Device,1090,0006,2,00,00060200,31010901,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,627,Current,Communications Hub,10C7,0003,2,00,00030200,220A0000,SMETS V1.2,GBCS Version 0.0,FFC3E745D0FCD8C7E56682B9B801EA97A5FB4CD75B1537912360A7F7CCCB86E3
Version 2.051 Issued on 21-09-2022,628,Current,Gas Smart Meter,1063,4772,1,01,47720101,03033254,SMETS V4.2,GBCS Version 3.2,3642135C1BF7C1C8DF939AA254B5E1625E332247FBE45B69FD281A7C78FD9177
Version 2.051 Issued on 21-09-2022,629,Removed,Communications Hub,1086,5431,22,60,54312260,0C240000,CHTS V1.3,GBCS Version 3.2,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,630,Removed,Communications Hub,1086,5432,23,60,54322360,0C240000,CHTS V1.3,GBCS Version 3.2,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,631,Removed,Communications Hub,1086,5434,24,60,54342460,0C240000,CHTS V1.3,GBCS Version 3.2,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,632,Current,Communications Hub,1086,5531,4,60,55310460,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
Version 2.051 Issued on 21-09-2022,633,Current,Communications Hub,1086,5532,4,60,55320460,0D030000,CHTS V1.3,GBCS Version 3.2,DF4CBCF551C0FAA84614FD51E7BC46CAE858BC49E18B64B0E02E1FD4F86F5664
